Word,L2.Val.Mean,L2.Val.SD,L2.Val.N,L2.Aro.Mean,L2.Aro.SD,L2.Aro.N,L1.Val.Mean,L1.Val.SD,L1.Val.N,L1.Val.Mean.Young,L1.Val.SD.Young,L1.Val.N.Young,L1.Aro.Mean,L1.Aro.SD,L1.Aro.N,L1.Aro.Mean.Young,L1.Aro.SD.Young,L1.Aro.N.Young,Freq
prophecy,5.32,1.91,69,5.62,2.08,63,5.62,1.43,21,5.17,1.53,12,4.38,2.93,24,4.5,3.14,10,321
proposal,6.71,2.13,14,NA,NA,NA,5.45,1.82,20,5.71,1.9,14,4.73,2.41,22,4,2.26,12,448
prosecute,2.8,1.47,15,6.06,2.25,17,3.15,1.42,20,4,1.29,7,4.62,2.78,21,5.57,2.94,7,144
prosecution,3.07,1.57,27,4.59,2.08,29,3.37,1.21,19,3,0.93,8,4.56,2.53,18,4.71,2.06,7,401
protected,7.19,1.3,27,4.21,2.42,33,7.05,1.6,41,7.05,1.7,20,3.81,2.16,47,3.77,2.23,26,554
protection,7,1.63,16,4.89,2.1,27,6.73,1.39,22,6.33,1.5,12,4.32,2.19,19,4.6,2.27,10,1197
protector,NA,NA,NA,5.09,2.41,22,7.37,1.57,19,7.27,1.95,11,4.23,2.67,22,3.27,2,11,149
protein,NA,NA,NA,5.19,2.16,21,6.55,1.93,20,6.25,1.75,8,2.95,1.99,21,3.2,1.99,10,230
protest,4.74,1.7,27,4.39,2.11,33,4.42,2.46,19,4.36,2.46,11,4.18,2.72,22,3.36,2.06,11,448
protocol,4.56,1.97,16,4.13,1.79,23,5.1,1.37,20,5.6,0.7,10,3.83,2.26,18,4.6,2.55,10,382
proud,7.38,1.59,16,5.48,2.04,25,7,2.03,19,7.2,1.55,10,5.55,2.34,22,5.8,2.57,10,4265
psychiatrist,4,1.85,26,4.6,2.36,30,4.11,1.91,19,3.9,1.52,10,4.25,2.71,20,4.14,2.91,7,615
psychological,4.86,1.86,37,4.78,2.08,49,4.77,1.54,22,5.25,1.76,12,4.81,2.46,21,4.2,2.39,10,343
psychologist,4.59,1.92,37,4.37,1.86,49,5.05,1.35,19,5.75,1.39,8,3.78,2.16,18,4,2.08,7,183
psychology,5.71,1.98,14,NA,NA,NA,4.81,1.36,21,4.73,0.79,11,3.41,2.36,22,2.8,2.49,5,279
pub,NA,NA,NA,4.84,2.39,19,5.45,2.16,20,5.36,2.13,14,4.36,2.44,22,3.83,2.08,12,190
publicity,4.79,1.87,57,4.96,1.77,56,4.89,1.56,19,5.1,0.74,10,4.57,2.29,21,4.57,2.44,7,534
pudding,7.13,1.55,15,5.47,2.35,17,6.72,1.64,18,6,2,9,3.8,2.75,20,4,2.77,7,314
puff,NA,NA,NA,4.33,2.4,18,5.45,1.19,20,5,0.82,7,3.43,2.09,21,4,2.71,7,227
puke,NA,NA,NA,4.59,2.45,17,1.84,1.01,19,2.57,1.13,7,5.05,2.63,22,4.1,1.79,10,319
pump,5.03,1.62,37,4.5,2.15,48,4,1.3,20,4.29,1.2,14,4,2.17,21,3.82,2.4,11,645
pumpkin,NA,NA,NA,5.29,2.1,21,7,1.38,21,6.56,1.24,9,3.43,1.96,21,5,1.22,5,553
punk,4.05,1.98,80,4.68,2.01,74,4.25,2.17,20,4,1.51,8,4.14,2.85,21,3.9,3.03,10,1121
puppet,5.41,1.96,81,4.91,1.97,74,5.56,1.98,18,5.33,2.29,9,4.43,2.35,23,4.9,2.28,10,279
pure,7.56,1.26,16,4.04,2.32,25,6.8,1.24,20,6.86,1.35,7,4.05,2.31,21,4.43,2.51,7,1271
purity,6.31,1.87,26,3.68,2.04,31,6.57,2.04,21,5.57,2.37,7,3,2.37,23,3.73,2.69,11,121
pursue,5.56,1.99,55,5.67,2.01,55,5.39,1.61,18,5.14,1.95,7,4.45,2.91,20,3.56,2.83,9,327
pursuit,NA,NA,NA,6.15,2.37,20,4.79,1.36,19,5.2,1.4,10,5.67,2.61,18,7.14,1.77,7,359
push,4.24,1.72,37,5.23,1.75,48,5.39,1.85,18,5.45,2.02,11,4.4,2.78,20,4.67,3.2,9,3598
pushy,5.14,2.51,14,NA,NA,NA,3.1,1.37,20,3.2,1.14,10,4.6,1.76,20,3.88,1.81,8,121
pussy,4.74,2.27,94,5.22,2.27,89,4.48,3.06,21,4.86,3.44,7,6.3,2.46,23,7.45,1.51,11,1309
put,4.93,1.04,27,4.06,1.76,32,5.09,1.23,22,5,1.52,14,3.86,2.03,21,3.89,2.2,9,42251
quality,6.08,2.08,87,5.39,2.12,79,6.86,2.01,21,7.5,1.91,4,3.65,2.4,48,4.25,2.11,24,947
quarterback,5.17,1.17,24,4.2,1.9,30,5.48,2.38,21,5.42,2.35,12,3.58,2.62,24,4.6,2.8,10,243
quest,5.8,1.87,80,5.74,2.09,73,6.26,1.76,19,6.33,2,9,5.8,2.65,20,7.29,1.38,7,327
question,5.11,1.73,37,5.06,1.86,48,6.36,1.62,22,6.29,1.77,14,3.67,2.24,21,3.11,1.96,9,10116
questionable,3.98,1.46,59,4.47,1.56,57,4.48,1.57,21,4.55,1.75,11,3.55,2.32,22,3.2,3.19,5,117
quick,6.71,1.07,14,NA,NA,NA,6.08,1.53,38,5.75,1.61,16,5.16,2.47,43,5.42,2.19,12,5542
quiet,5.93,2.37,15,1.94,1.84,16,6.47,1.58,19,5.9,1.6,10,1.95,1.58,41,1.91,1.31,23,5978
quit,3.7,1.84,27,4.79,2.38,33,3.72,1.18,18,3.45,1.21,11,4.05,2.58,20,3.89,2.93,9,4595
quote,5.22,1.19,27,4.47,1.85,32,5.85,1.53,20,5.91,1.87,11,2.95,2.15,22,2,2.24,5,488
racer,5.57,1.71,79,5.83,1.91,72,5.26,1.91,23,5.25,2.22,12,5.86,2.68,22,4.91,2.84,11,134
rack,4.4,1.68,15,4.04,1.73,26,5.55,1.1,20,5.33,1.12,9,4.52,1.89,21,4.85,1.91,13,397
racket,4.93,2.12,15,5.47,2.35,17,3.95,1.08,19,4.3,0.82,10,4.33,2.24,21,4.14,2.19,7,379
radar,NA,NA,NA,4.55,2.04,20,5.32,1.59,22,5.83,1.64,12,4.55,2.33,20,4.33,2.06,9,1811
radical,4.61,2.12,76,4.9,1.94,70,4.36,1.92,22,4.45,1.69,11,5.27,2.57,22,4.64,2.5,11,218
radio,6.29,1.44,14,NA,NA,NA,6,2.21,19,6.17,1.94,6,3.84,2.57,43,3.94,2.96,18,3936
radiology,4.96,1.64,26,4.58,1.63,31,4.89,1.24,19,5,1.15,13,4.27,2.19,22,4.11,2.37,9,103
raft,4.64,1.44,25,4.34,1.4,29,5.7,1.81,20,5.79,1.42,14,4.55,2.09,22,4.88,2.8,8,240
rag,4.29,2.52,14,NA,NA,NA,4.21,1.84,19,4.4,1.17,10,2.65,1.79,20,2.71,1.8,7,244
rage,NA,NA,NA,5.68,2.16,19,2.5,1.95,18,2.62,2.39,8,6.62,2.47,39,7.35,1.46,20,577
rainbow,7.41,1.61,37,5.9,2.55,48,7.3,1.97,103,6.97,2.14,67,3.94,2.73,82,4.11,2.64,37,407
rainy,4.53,2.37,86,3.79,2.3,77,5.55,2.19,20,5.44,2.46,9,4.33,2.42,21,4.46,2.07,13,194
raise,5.71,1.07,14,NA,NA,NA,7.22,1.56,18,7,1.41,11,5.1,2.93,21,4.33,3.2,9,2815
rake,NA,NA,NA,4.79,2.01,14,4.75,1.59,20,4.36,1.86,11,4.22,1.91,23,4.31,1.85,16,152
rally,4.76,1.52,33,4.57,1.89,44,4.71,1.93,21,4.42,2.19,12,5.35,2.71,23,5.44,2.5,16,368
ram,4.74,1.46,27,4.59,1.96,29,4.37,1.77,19,4.57,0.79,7,4.5,2.44,22,4,2.05,10,328
ransom,NA,NA,NA,5,2.29,17,2.32,1.42,19,2.3,1.57,10,4.45,2.34,22,5.56,2.01,9,498
rapid,5.22,1.99,86,5.81,2.26,78,4.57,1.66,21,4.33,1.51,6,6.45,2.16,20,7.2,1.23,10,223
rare,5.32,2.06,37,5.04,2.13,46,6.05,1.31,19,6.14,1.21,7,5.1,2.88,21,5.43,3.31,7,1087
rash,2.7,1.32,27,4.81,2.26,32,3.15,1.79,20,3.2,2.04,10,3.82,2.88,17,5.83,2.64,6,410
rat,NA,NA,NA,4.85,1.87,20,3.21,2.02,42,3.45,1.96,29,5.9,2.43,20,4.9,2.56,10,1663
ratio,4.73,1.46,83,4.27,1.81,79,4.68,1.77,19,5.2,1.81,10,3.11,2.11,18,3.86,2.48,7,164
raven,4.59,1.48,34,4.75,1.73,44,5.11,1.52,19,5.75,1.16,8,4.33,1.75,18,4.57,1.13,7,159
react,4.98,1.47,58,5.23,1.84,57,5.15,1.57,20,4.89,1.83,9,5.48,1.99,21,5.69,2.06,13,385
read,6.29,0.91,14,NA,NA,NA,6.73,2,22,6.21,2.15,14,3.7,2.54,20,4.11,3.02,9,12302
reader,5.9,2.02,59,4.86,2.47,58,6.52,1.86,21,6.83,2.17,12,4.45,2.3,22,4.07,1.91,15,278
real,6.84,1.68,37,5.63,2.03,49,7.09,1.63,22,6.79,1.85,14,4.05,2.38,21,3.78,2.73,9,22583
realistic,5.8,1.66,15,4.35,2.29,17,5.89,1.41,19,6,1.41,7,4.09,2.24,22,4.5,1.96,10,235
